X,Z,trial,finished
0.9758693,6.61543,2,1
1.158199,8.164676,2,1
1.158199,8.164676,2,1
3.109278,7.569163,2,1
6.109959,6.714572,2,1
9.03178,6.935947,2,1
12.06576,7.390934,2,1
15.02772,8.029575,2,1
17.50546,9.714685,2,1
19.26298,12.27303,2,1
20.46432,15.15083,2,1
20.36,18.01378,2,1
20.4535,20.91795,2,1
20.85116,22.17662,2,1
22.04132,23.49484,2,1
24.52424,25.17749,2,1
27.00749,27.06575,2,1
28.59044,29.66094,2,1
29.59381,32.48542,2,1
30.36008,35.3667,2,1
30.36,38.3252,2,1
30.20833,41.40145,2,1
28.75459,44.16151,2,1
27.11917,46.67258,2,1
25.74771,49.45915,2,1
25.23593,52.39559,2,1
25.36,55.50411,2,1
25.24991,58.4951,2,1
24.80967,58.48936,2,1
24.80967,58.48936,2,1
24.80967,58.48936,2,1
24.80967,58.48936,2,1
24.80967,58.48936,2,1
24.80967,58.48936,2,1
24.75978,58.2546,2,1
24.72,55.42903,2,1
24.72,52.44384,2,1
24.51467,49.33903,2,1
24.50276,49.21962,2,1
24.50276,49.21962,2,1
25.95808,46.87514,2,1
26.27828,46.36773,2,1
26.27828,46.36773,2,1
26.27828,46.36773,2,1
26.63566,46.411,2,1
29.8642,46.67284,2,1
32.66113,47.92561,2,1
35.02174,49.76149,2,1
35.36,52.46829,2,1
35.36,55.35098,2,1
35.73682,58.37649,2,1
35.20405,57.85652,2,1
34.32809,57.12338,2,1
32.11977,58.5117,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
32.12,59.80817,2,1
34.26477,58.09006,2,1
35.36,55.42885,2,1
35.36,52.31946,2,1
35.37104,50.75967,2,1
35.37104,50.75967,2,1
33.98306,50.05346,2,1
30.9544,49.35422,2,1
27.9027,48.71941,2,1
25.53466,50.31154,2,1
24.72,53.12772,2,1
24.72,56.11844,2,1
24.61284,58.39437,2,1
24.61284,58.39437,2,1
24.61284,58.39437,2,1
24.61284,58.39437,2,1
24.61284,58.39437,2,1
24.61284,58.39437,2,1
24.72001,55.87628,2,1
24.72,52.76459,2,1
24.56742,49.77848,2,1
24.71252,48.71041,2,1
26.04365,47.70986,2,1
27.82094,45.2933,2,1
29.14164,42.52566,2,1
29.81771,39.48765,2,1
30.2529,36.53119,2,1
30.17549,33.41227,2,1
30.15731,32.81255,2,1
30.15731,32.81255,2,1
29.42958,32.01455,2,1
26.7511,30.49037,2,1
23.83212,29.39421,2,1
20.74742,29.08874,2,1
17.74759,29.11997,2,1
14.63435,29.24827,2,1
11.89403,30.42763,2,1
9.633486,32.46879,2,1
9.380697,33.02632,2,1
9.72,34.70754,2,1
9.72,37.62149,2,1
9.025578,40.58296,2,1
6.669598,42.60989,2,1
4.731528,45.02073,2,1
3.636778,47.92641,2,1
3.607614,50.50565,2,1
5.103927,52.3532,2,1
4.80241,55.44341,2,1
3.901078,58.3192,2,1
2.12,58.99483,2,1
2.12,58.95036,2,1
2.12,58.95036,2,1
2.12,57.22,2,1
2.12,57.22,2,1
2.187429,57.57364,2,1
2.241138,58.64596,2,1
3.013009,58.07517,2,1
5.323087,56.06458,2,1
5.36,53.12829,2,1
5.556615,50.04376,2,1
7.118013,47.54132,2,1
8.947421,45.18575,2,1
9.840042,42.2152,2,1
10.24586,39.24295,2,1
10.36,36.15855,2,1
10.38729,33.18486,2,1
10.69203,30.09451,2,1
12.71729,27.95384,2,1
15.27304,26.16562,2,1
17.70796,24.22338,2,1
19.39656,21.61724,2,1
19.79777,18.59283,2,1
20.32178,15.64508,2,1
20.81429,12.57927,2,1
19.6815,10.87869,2,1
16.95609,9.362183,2,1
14.08867,8.520983,2,1
11.05086,7.815953,2,1
8.081602,6.859819,2,1
5.082693,5.999073,2,1
2.280651,4.942719,2,1
0.3130606,2.637583,2,1
0.2855261,-0.3382737,2,1
0.3599966,-1.407775,2,1
-0.28,1.191214,2,1
-0.2799999,1.321881,2,1
-0.2799999,1.321881,2,1
0.60353,3.158632,2,1
2.701221,4.926714,2,1
5.648159,4.458194,2,1
8.538044,5.151948,2,1
11.41093,6.355065,2,1
14.03354,7.801117,2,1
16.80935,9.214975,2,1
19.15328,11.26717,2,1
19.95813,14.03491,2,1
19.99576,17.14724,2,1
20.35092,20.12613,2,1
21.16431,22.91183,2,1
23.67679,24.54708,2,1
25.98248,26.45974,2,1
28.19193,28.82619,2,1
29.19836,31.74821,2,1
29.95291,34.5517,2,1
30.10235,37.54635,2,1
29.69025,40.56804,2,1
27.83619,43.07725,2,1
26.48558,45.73682,2,1
25.60975,48.7313,2,1
24.82943,51.62655,2,1
24.72946,54.62176,2,1
24.8107,57.6174,2,1
27.00269,59.59946,2,1
27.93,59.25687,2,1
27.93,59.25687,2,1
27.93,59.25687,2,1
27.93,59.25687,2,1
27.28504,57.97746,2,1
25.34692,56.62012,2,1
25.28268,53.70901,2,1
25.44651,50.64586,2,1
26.40517,47.87349,2,1
27.83621,45.95336,2,1
27.83621,45.95336,2,1
28.35275,45.45594,2,1
28.35275,45.45594,2,1
28.35275,45.45594,2,1
28.35275,45.45594,2,1
29.51494,42.95275,2,1
30.26253,40.05894,2,1
30.36,37.10526,2,1
30.36,34.03112,2,1
29.33977,31.12014,2,1
26.481,30.29321,2,1
23.48905,29.4096,2,1
20.59041,28.67068,2,1
17.4892,28.9797,2,1
14.37376,29.1125,2,1
11.78937,30.52084,2,1
9.671281,32.75628,2,1
9.72,35.46319,2,1
9.72,38.39321,2,1
7.543411,40.55517,2,1
5.254717,42.44668,2,1
3.828019,45.04459,2,1
3.520103,48.14246,2,1
3.250003,50.53175,2,1
4.388195,51.02189,2,1
4.720005,53.85675,2,1
4.693954,56.82692,2,1
3.48656,58.49173,2,1
3.48656,58.49173,2,1
2.12,57.21926,2,1
2.12,57.22,2,1
3.10292,58.10053,2,1
4.419719,60.09901,2,1
4.419719,60.09901,2,1
4.370518,59.38091,2,1
4.731987,56.55981,2,1
4.802311,53.56125,2,1
4.664229,50.45262,2,1
5.488379,47.59747,2,1
7.26374,45.03761,2,1
8.547832,42.35558,2,1
9.615141,39.42803,2,1
10.09387,36.50486,2,1
9.83286,33.39722,2,1
10.97307,30.57821,2,1
13.24677,28.44348,2,1
15.56715,26.54543,2,1
18.01702,24.61609,2,1
19.46109,22.08877,2,1
20.0321,19.07666,2,1
20.36,16.14063,2,1
19.54295,13.32076,2,1
16.88493,11.94283,2,1
14.069,10.59939,2,1
11.25069,9.261071,2,1
8.272489,8.342312,2,1
5.495104,7.261678,2,1
2.90484,5.755682,2,1
0.8909733,3.506375,2,1
-0.1085002,0.6648306,2,1
0.3430513,-1.29353,2,1
0.3430513,-1.29353,2,1
0.3566103,-1.178292,2,1
0.36,1.813634,2,1
1.585747,4.325266,2,1
4.608466,4.922632,2,1
7.597686,5.082915,2,1
10.65821,5.683354,2,1
13.5678,6.390848,2,1
16.21969,8.013939,2,1
18.12441,10.3753,2,1
19.19142,13.17505,2,1
20.30093,15.95658,2,1
20.36,19.04156,2,1
19.73947,21.99215,2,1
17.57226,24.06613,2,1
15.42863,26.16492,2,1
13.20526,28.35368,2,1
11.51213,30.81652,2,1
10.34551,33.48862,2,1
10.36,36.44579,2,1
10.09607,39.52838,2,1
8.393715,42.14044,2,1
6.84741,44.84303,2,1
5.933635,47.69905,2,1
5.1039,50.58197,2,1
4.72,53.65057,2,1
4.72,56.51501,2,1
4.72,56.51501,2,1
4.950132,57.56957,2,1
