x,y,DISTANCE,n,risk,safe_first
2149,1006,180,20,0,safe first
2329,2089,154.87,20,1,safe first
2473,2119,147.0918081,20,1,safe first
2536,2299,190.7065809,20,1,safe first
2653,2461,199.8324298,20,1,safe first
2830,2398,187.8776197,20,1,safe first
3010,2278,216.3330765,20,1,safe first
3190,2098,254.5584412,20,1,safe first
3229,1984,120.4865138,20,1,safe first
3157,1804,193.8659331,20,1,safe first
3214,1624,188.8094277,20,1,safe first
3133,1444,197.3854098,20,1,safe first
2953,1264,254.5584412,20,1,safe first
2773,1084,254.5584412,20,1,safe first
2647,904,219.7180011,20,1,safe first
2494,724,236.2392855,20,1,safe first
2314,763,184.1765457,20,1,safe first
2134,763,180,20,1,safe first
1954,763,180,20,1,safe first
1774,763,180,20,1,safe first
1594,784,181.2208597,20,1,safe first
1414,772,180.3995565,20,1,safe first
1234,772,180,20,1,safe first
1054,814,184.8350616,20,1,safe first
874,796,180.8977612,20,1,safe first
721,823,155.3640885,20,1,safe first
811,1003,201.246118,20,1,safe first
760,1183,187.0855419,20,1,safe first
808,1363,186.2900964,20,1,safe first
907,1543,205.4288198,20,1,safe first
1066,1519,160.8011194,20,1,safe first
1246,1486,183,20,1,safe first
1426,1519,183,20,1,safe first
1606,1519,180,20,1,safe first
1786,1519,180,20,1,safe first
1966,1549,182.4828759,20,1,safe first
2146,1705,238.1931989,20,1,safe first
2146,1801,96,20,1,safe first
2062,1981,198.6353443,20,1,safe first
2023,2125,149.1878011,20,1,safe first
1843,2125,180,20,1,safe first
1663,2125,180,20,1,safe first
1483,2044,197.3854098,20,1,safe first
1492,1864,180.2248596,20,1,safe first
1477,1684,180.6239187,20,1,safe first
1297,1504,254.5584412,20,1,safe first
1273,1450,59.09314681,20,1,safe first
1120,1435,153.7335357,20,1,safe first
991,1456,130.6981255,20,1,safe first
1171,1375,197.3854098,20,1,safe first
1309,1339,142.6183719,20,1,safe first
1309,1339,0,20,1,safe first
1309,1339,0,20,1,safe first
1399,1339,90,20,1,safe first
1453,1444,118.0720119,20,1,safe first
1273,1402,184.8350616,20,1,safe first
1261,1471,70.03570518,20,1,safe first
1441,1537,191.7185437,20,1,safe first
1621,1621,198.6353443,20,1,safe first
1801,1621,180,20,1,safe first
1978,1621,177,20,1,safe first
1957,1771,151.4628667,20,1,safe first
1957,1951,180,20,1,safe first
2032,2131,195,20,1,safe first
1858,2080,181.3201588,20,1,safe first
1678,1984,204,20,1,safe first
1498,1873,211.4734026,20,1,safe first
1405,1693,202.6055281,20,1,safe first
1285,1606,148.2194319,20,1,safe first
1105,1594,180.3995565,20,1,safe first
1084,1549,49.65883607,20,1,safe first
1003,1453,125.6065285,20,1,safe first
1018,1336,117.9576195,20,1,safe first
1120,1321,103.0970417,20,1,safe first
1216,1369,107.3312629,20,1,safe first
1183,1351,37.58989226,20,1,safe first
1306,1264,150.6585544,20,1,safe first
1378,1408,160.9968944,20,1,safe first
1378,1588,180,20,1,safe first
1378,1768,180,20,1,safe first
1456,1948,196.1733927,20,1,safe first
1636,2128,254.5584412,20,1,safe first
1816,2239,211.4734026,20,1,safe first
1996,2167,193.8659331,20,1,safe first
2176,2041,219.7180011,20,1,safe first
2182,1861,180.0999722,20,1,safe first
2128,1681,187.9255172,20,1,safe first
2035,1501,202.6055281,20,1,safe first
2026,1321,180.2248596,20,1,safe first
2119,1192,159.0282994,20,1,safe first
2221,1372,206.8912758,20,1,safe first
2275,1552,187.9255172,20,1,safe first
2230,1732,185.5397532,20,1,safe first
2170,1912,189.7366596,20,1,safe first
2086,2092,198.6353443,20,1,safe first
1906,2140,186.2900964,20,1,safe first
1726,1960,254.5584412,20,1,safe first
1546,1780,254.5584412,20,1,safe first
1417,1600,221.4520264,20,1,safe first
1384,1420,183,20,1,safe first
1321,1240,190.7065809,20,1,safe first
1153,1159,186.5073725,20,1,safe first
1117,1315,160.0999688,20,1,safe first
1132,1348,36.24913792,20,1,safe first
1009,1324,125.3195914,20,1,safe first
1009,1504,180,20,1,safe first
1057,1684,186.2900964,20,1,safe first
1087,1864,182.4828759,20,1,safe first
1267,2044,254.5584412,20,1,safe first
1447,2134,201.246118,20,1,safe first
1432,2080,56.04462508,20,1,safe first
1555,1900,218.0114676,20,1,safe first
1585,1849,59.16924877,20,1,safe first
1405,1996,232.3983649,20,1,safe first
1243,2176,242.1652328,20,1,safe first
1336,2356,202.6055281,20,1,safe first
1516,2536,254.5584412,20,1,safe first
1696,2542,180.0999722,20,1,safe first
1876,2443,205.4288198,20,1,safe first
2041,2263,244.1823089,20,1,safe first
2092,2083,187.0855419,20,1,safe first
2101,1903,180.2248596,20,1,safe first
1966,1723,225,20,1,safe first
1906,1543,189.7366596,20,1,safe first
2029,1363,218.0114676,20,1,safe first
2125,1183,204,20,1,safe first
2305,1003,254.5584412,20,1,safe first
2485,1066,190.7065809,20,1,safe first
2665,1246,254.5584412,20,1,safe first
2689,1426,181.5929514,20,1,safe first
2611,1606,196.1733927,20,1,safe first
2476,1786,225,20,1,safe first
2347,1966,221.4520264,20,1,safe first
2167,2065,205.4288198,20,1,safe first
2041,1957,165.9518002,20,1,safe first
1984,1777,188.8094277,20,1,safe first
1870,1597,213.0633709,20,1,safe first
1690,1417,254.5584412,20,1,safe first
1510,1324,202.6055281,20,1,safe first
1330,1309,180.6239187,20,1,safe first
1306,1309,24,20,1,safe first
1339,1150,162.3884232,20,1,safe first
1240,1012,169.8381583,20,1,safe first
1210,1171,161.8054387,20,1,safe first
1075,1267,165.6532523,20,1,safe first
1159,1396,153.9382993,20,1,safe first
1093,1300,116.498927,20,1,safe first
1147,1201,112.7696768,20,1,safe first
1210,1087,130.2497601,20,1,safe first
1351,1066,142.5552524,20,1,safe first
1387,1246,183.5647025,20,1,safe first
1450,1426,190.7065809,20,1,safe first
1558,1606,209.9142682,20,1,safe first
1675,1786,214.683488,20,1,safe first
1810,1966,225,20,1,safe first
1936,2146,219.7180011,20,1,safe first
1999,2113,71.11961755,20,1,safe first
1951,2047,81.60882305,20,1,safe first
1918,1867,183,20,1,safe first
1966,1687,186.2900964,20,1,safe first
1966,1654,33,20,1,safe first
1966,1474,180,20,1,safe first
2065,1294,205.4288198,20,1,safe first
2014,1237,76.4852927,20,1,safe first
1855,1333,185.7336803,20,1,safe first
1675,1513,254.5584412,20,1,safe first
1693,1693,180.8977612,20,1,safe first
1843,1873,234.3074903,20,1,safe first
1870,1921,55.07267925,20,1,safe first
1930,1984,87,20,1,safe first
1930,1804,180,20,1,safe first
1930,1624,180,20,1,safe first
1948,1444,180.8977612,20,1,safe first
2068,1264,216.3330765,20,1,safe first
2086,1339,77.12976079,20,1,safe first
2104,1519,180.8977612,20,1,safe first
2104,1699,180,20,1,safe first
2104,1879,180,20,1,safe first
2083,1984,107.0794098,20,1,safe first
2122,1804,184.1765457,20,1,safe first
2173,1624,187.0855419,20,1,safe first
2173,1444,180,20,1,safe first
2122,1264,187.0855419,20,1,safe first
2122,1348,84,20,1,safe first
2122,1528,180,20,1,safe first
2122,1708,180,20,1,safe first
2122,1888,180,20,1,safe first
2101,1987,101.2027668,20,1,safe first
2086,1807,180.6239187,20,1,safe first
2014,1627,193.8659331,20,1,safe first
2002,1447,180.3995565,20,1,safe first
2062,1267,189.7366596,20,1,safe first
2089,1288,34.20526275,20,1,safe first
2089,1468,180,20,1,safe first
2092,1648,180.0249983,20,1,safe first
2110,1828,180.8977612,20,1,safe first
2092,1999,171.9447586,20,1,safe first
2092,1852,147,20,1,safe first
2092,1672,180,20,1,safe first
2092,1492,180,20,1,safe first
2107,1312,180.6239187,20,1,safe first
2107,1303,9,20,1,safe first
2107,1483,180,20,1,safe first
2107,1663,180,20,1,safe first
2107,1843,180,20,1,safe first
2107,1996,153,20,1,safe first
2107,1819,177,20,1,safe first
2107,1639,180,20,1,safe first
2164,1459,188.8094277,20,1,safe first
2140,1279,181.5929514,20,1,safe first
2026,1159,165.5173707,20,1,safe first
1846,1168,180.2248596,20,1,safe first
1666,1348,254.5584412,20,1,safe first
1735,1528,192.7718859,20,1,safe first
1915,1708,254.5584412,20,1,safe first
1957,1888,184.8350616,20,1,safe first
1954,2068,180.0249983,20,1,safe first
1954,2056,12,20,1,safe first
1954,2056,0,20,1,safe first
1891,1891,176.6182324,20,1,safe first
1891,1711,180,20,1,safe first
1837,1531,187.9255172,20,1,safe first
1732,1351,208.3866598,20,1,safe first
1849,1171,214.683488,20,1,safe first
1990,1048,187.1095936,20,1,safe first
2170,1165,214.683488,20,1,safe first
2326,1141,157.8353573,20,1,safe first
2350,1048,96.04686356,20,1,safe first
2365,1072,28.3019434,20,1,safe first
2545,1228,238.1931989,20,1,safe first
2560,1408,180.6239187,20,1,safe first
2413,1588,232.3983649,20,1,safe first
2233,1738,234.3074903,20,1,safe first
2053,1819,197.3854098,20,1,safe first
2008,1999,185.5397532,20,1,safe first
1951,1945,78.51751397,20,1,safe first
1975,1765,181.5929514,20,1,safe first
1975,1651,114,20,1,safe first
1975,1576,75,20,1,safe first
2074,1396,205.4288198,20,1,safe first
2092,1216,180.8977612,20,1,safe first
1912,1264,186.2900964,20,1,safe first
1897,1444,180.6239187,20,1,safe first
1921,1624,181.5929514,20,1,safe first
2029,1804,209.9142682,20,1,safe first
2029,1984,180,20,1,safe first
1930,1975,99.40824915,20,1,safe first
1957,1795,182.0137357,20,1,safe first
1957,1663,132,20,1,safe first
1969,1624,40.80441153,20,1,safe first
1969,1444,180,20,1,safe first
1861,1264,209.9142682,20,1,safe first
1930,1084,192.7718859,20,1,safe first
2005,904,195,20,1,safe first
1825,871,183,20,1,safe first
1645,1009,226.8126981,20,1,safe first
1660,1189,180.6239187,20,1,safe first
1840,1324,225,20,1,safe first
2020,1234,201.246118,20,1,safe first
2170,1297,162.6929624,20,1,safe first
2101,1477,192.7718859,20,1,safe first
2050,1657,187.0855419,20,1,safe first
2050,1837,180,20,1,safe first
2059,2017,180.2248596,20,1,safe first
2080,1966,55.15432893,20,1,safe first
1999,1801,183.8096842,20,1,safe first
1939,1621,189.7366596,20,1,safe first
1999,1441,189.7366596,20,1,safe first
2083,1261,198.6353443,20,1,safe first
2053,1192,75.23961722,20,1,safe first
2227,1069,213.0844903,20,1,safe first
2050,1015,185.0540462,20,1,safe first
1870,1015,180,20,1,safe first
1690,973,184.8350616,20,1,safe first
1510,823,234.3074903,20,1,safe first
1330,883,189.7366596,20,1,safe first
1246,907,87.36131867,20,1,safe first
1342,1063,183.1720503,20,1,safe first
1342,1243,180,20,1,safe first
1342,1423,180,20,1,safe first
1285,1603,188.8094277,20,1,safe first
1105,1699,204,20,1,safe first
964,1879,228.6503881,20,1,safe first
937,2059,182.0137357,20,1,safe first
877,2239,189.7366596,20,1,safe first
784,2419,202.6055281,20,1,safe first
964,2599,254.5584412,20,1,safe first
1144,2779,254.5584412,20,1,safe first
1324,2959,254.5584412,20,1,safe first
1504,3139,254.5584412,20,1,safe first
1672,3319,246.2194143,20,1,safe first
1720,3331,49.47726751,20,1,safe first
1900,3151,254.5584412,20,1,safe first
2359,2065,180,21,0,risky first
2539,2104,184.1765457,21,0,risky first
2719,2074,182.4828759,21,0,risky first
2899,2176,206.8912758,21,0,risky first
3079,1996,254.5584412,21,0,risky first
3259,1816,254.5584412,21,0,risky first
3217,1636,184.8350616,21,0,risky first
3037,1510,219.7180011,21,0,risky first
2857,1471,184.1765457,21,0,risky first
2677,1612,228.6503881,21,0,risky first
2497,1711,205.4288198,21,0,risky first
2317,1891,254.5584412,21,0,risky first
2137,2023,223.2129029,21,0,risky first
2197,1939,103.2279032,21,0,risky first
2377,1759,254.5584412,21,0,risky first
2557,1645,213.0633709,21,0,risky first
2737,1579,191.7185437,21,0,risky first
2836,1480,140.0071427,21,0,risky first
2926,1423,106.5316854,21,0,risky first
2746,1537,213.0633709,21,0,risky first
2566,1669,223.2129029,21,0,risky first
2386,1849,254.5584412,21,0,risky first
2206,1957,209.9142682,21,0,risky first
2110,2056,137.9021392,21,0,risky first
2284,1879,248.2035455,21,0,risky first
2464,1699,254.5584412,21,0,risky first
2644,1519,254.5584412,21,0,risky first
2710,1339,191.7185437,21,0,risky first
2884,1357,174.9285568,21,0,risky first
2848,1318,53.07541804,21,0,risky first
2686,1366,168.9615341,21,0,risky first
2566,1546,216.3330765,21,0,risky first
2386,1726,254.5584412,21,0,risky first
2209,1906,252.4460338,21,0,risky first
2149,1990,103.2279032,21,0,risky first
2329,1810,254.5584412,21,0,risky first
2509,1630,254.5584412,21,0,risky first
2617,1450,209.9142682,21,0,risky first
2743,1288,205.2315765,21,0,risky first
2887,1321,147.732867,21,0,risky first
2932,1393,84.90583019,21,0,risky first
2776,1276,195,21,0,risky first
2596,1456,254.5584412,21,0,risky first
2416,1636,254.5584412,21,0,risky first
2236,1816,254.5584412,21,0,risky first
2143,1996,202.6055281,21,0,risky first
2194,1996,51,21,0,risky first
2323,1816,221.4520264,21,0,risky first
2491,1636,246.2194143,21,0,risky first
2611,1456,216.3330765,21,0,risky first
2689,1336,143.1223253,21,0,risky first
2737,1156,186.2900964,21,0,risky first
2806,1000,170.5784277,21,0,risky first
2929,1024,125.3195914,21,0,risky first
3064,1075,144.3121616,21,0,risky first
3100,1228,157.1782428,21,0,risky first
3070,1327,103.4456379,21,0,risky first
3109,1327,39,21,0,risky first
3118,1153,174.2326031,21,0,risky first
3016,1075,128.4056074,21,0,risky first
2977,1165,98.08669635,21,0,risky first
2869,1252,138.683092,21,0,risky first
2935,1381,144.9034161,21,0,risky first
2875,1426,75,21,0,risky first
2875,1270,156,21,0,risky first
2968,1216,107.54069,21,0,risky first
2968,1036,180,21,0,risky first
2824,1024,144.4991349,21,0,risky first
2656,1132,199.7198037,21,0,risky first
2476,1312,254.5584412,21,0,risky first
2371,1492,208.3866598,21,0,risky first
2224,1672,232.3983649,21,0,risky first
2095,1852,221.4520264,21,0,risky first
2095,1978,126,21,0,risky first
2191,1798,204,21,0,risky first
2269,1618,196.1733927,21,0,risky first
2395,1438,219.7180011,21,0,risky first
2575,1258,254.5584412,21,0,risky first
2701,1078,219.7180011,21,0,risky first
2881,1018,189.7366596,21,0,risky first
2977,1132,149.0369082,21,0,risky first
2902,1249,138.9748179,21,0,risky first
2884,1402,154.0551849,21,0,risky first
2863,1360,46.95742753,21,0,risky first
2920,1234,138.2931669,21,0,risky first
2977,1108,138.2931669,21,0,risky first
2893,997,139.2012931,21,0,risky first
2713,1078,197.3854098,21,0,risky first
2533,1258,254.5584412,21,0,risky first
2353,1438,254.5584412,21,0,risky first
2221,1618,223.2129029,21,0,risky first
2107,1798,213.0633709,21,0,risky first
2089,1978,180.8977612,21,0,risky first
2140,1900,93.1933474,21,0,risky first
2248,1720,209.9142682,21,0,risky first
2347,1540,205.4288198,21,0,risky first
2491,1360,230.5124725,21,0,risky first
2647,1180,238.1931989,21,0,risky first
2785,1006,222.0810663,21,0,risky first
2965,1006,180,21,0,risky first
2974,1183,177.2286659,21,0,risky first
2872,1261,128.4056074,21,0,risky first
2917,1402,148.0067566,21,0,risky first
2857,1306,113.2077736,21,0,risky first
2962,1237,125.6423495,21,0,risky first
2965,1060,177.0254219,21,0,risky first
2836,988,147.732867,21,0,risky first
2656,1129,228.6503881,21,0,risky first
2548,1309,209.9142682,21,0,risky first
2461,1489,199.922485,21,0,risky first
2401,1669,189.7366596,21,0,risky first
2335,1849,191.7185437,21,0,risky first
2155,2029,254.5584412,21,0,risky first
2191,1942,94.15412896,21,0,risky first
2326,1762,225,21,0,risky first
2440,1582,213.0633709,21,0,risky first
2608,1402,246.2194143,21,0,risky first
2683,1222,195,21,0,risky first
2731,1042,186.2900964,21,0,risky first
2878,1003,152.0855023,21,0,risky first
2956,1108,130.8013761,21,0,risky first
2902,1228,131.5902732,21,0,risky first
2872,1387,161.8054387,21,0,risky first
2848,1366,31.89043744,21,0,risky first
2905,1237,141.0319113,21,0,risky first
2971,1120,134.3316791,21,0,risky first
2905,973,161.136588,21,0,risky first
2725,1039,191.7185437,21,0,risky first
2545,1219,254.5584412,21,0,risky first
2377,1399,246.2194143,21,0,risky first
2293,1579,198.6353443,21,0,risky first
2230,1759,190.7065809,21,0,risky first
2125,1939,208.3866598,21,0,risky first
2125,2041,102,21,0,risky first
2227,1861,206.8912758,21,0,risky first
2368,1681,228.6503881,21,0,risky first
2533,1501,244.1823089,21,0,risky first
2620,1321,199.922485,21,0,risky first
2674,1141,187.9255172,21,0,risky first
2791,994,187.8776197,21,0,risky first
2965,1000,174.1034175,21,0,risky first
2965,1180,180,21,0,risky first
2866,1285,144.3121616,21,0,risky first
2926,1423,150.4792344,21,0,risky first
2872,1300,134.3316791,21,0,risky first
2968,1213,129.5569373,21,0,risky first
2968,1033,180,21,0,risky first
2815,994,157.8923684,21,0,risky first
2635,1156,242.1652328,21,0,risky first
2455,1336,254.5584412,21,0,risky first
2401,1516,187.9255172,21,0,risky first
2227,1696,250.3517525,21,0,risky first
2185,1876,184.8350616,21,0,risky first
2122,1996,135.532284,21,0,risky first
2266,1816,230.5124725,21,0,risky first
2368,1636,206.8912758,21,0,risky first
2500,1456,223.2129029,21,0,risky first
2644,1276,230.5124725,21,0,risky first
2707,1096,190.7065809,21,0,risky first
2887,1006,201.246118,21,0,risky first
2977,1099,129.4179277,21,0,risky first
2905,1216,137.3790377,21,0,risky first
2875,1369,155.9134375,21,0,risky first
2869,1348,21.84032967,21,0,risky first
2947,1219,150.7481343,21,0,risky first
2968,1063,157.4071155,21,0,risky first
2821,1015,154.6382876,21,0,risky first
2710,1153,177.1016657,21,0,risky first
2530,1333,254.5584412,21,0,risky first
2350,1513,254.5584412,21,0,risky first
2224,1693,219.7180011,21,0,risky first
2131,1873,202.6055281,21,0,risky first
2104,2008,137.6735269,21,0,risky first
2197,1828,202.6055281,21,0,risky first
2377,1648,254.5584412,21,0,risky first
2557,1468,254.5584412,21,0,risky first
2662,1288,208.3866598,21,0,risky first
2731,1108,192.7718859,21,0,risky first
2839,1003,150.6286825,21,0,risky first
2971,1057,142.6183719,21,0,risky first
2953,1225,168.9615341,21,0,risky first
2875,1324,126.0357092,21,0,risky first
2950,1435,133.9626814,21,0,risky first
2875,1306,149.2179614,21,0,risky first
2902,1219,91.0933587,21,0,risky first
2992,1126,129.4179277,21,0,risky first
2929,946,190.7065809,21,0,risky first
2749,766,254.5584412,21,0,risky first
2569,874,209.9142682,21,0,risky first
2389,961,199.922485,21,0,risky first
2209,781,254.5584412,21,0,risky first
2029,838,188.8094277,21,0,risky first
1849,913,195,21,0,risky first
1669,973,189.7366596,21,0,risky first
1489,943,182.4828759,21,0,risky first
1309,763,254.5584412,21,0,risky first
1129,745,180.8977612,21,0,risky first
949,844,205.4288198,21,0,risky first
769,1024,254.5584412,21,0,risky first
814,1204,185.5397532,21,0,risky first
976,1300,188.3082579,21,0,risky first
982,1480,180.0999722,21,0,risky first
973,1660,180.2248596,21,0,risky first
793,1840,254.5584412,21,0,risky first
769,2020,181.5929514,21,0,risky first
727,2200,184.8350616,21,0,risky first
745,2380,180.8977612,21,0,risky first
838,2560,202.6055281,21,0,risky first
778,2740,189.7366596,21,0,risky first
742,2920,183.5647025,21,0,risky first
724,3100,180.8977612,21,0,risky first
853,3280,221.4520264,21,0,risky first
946,3388,142.5236822,21,0,risky first
1126,3280,209.9142682,21,0,risky first
1306,3148,223.2129029,21,0,risky first
1486,3328,254.5584412,21,0,risky first
1666,3256,193.8659331,21,0,risky first
1846,3217,184.1765457,21,0,risky first
2026,3316,205.4288198,21,0,risky first
2206,3136,254.5584412,21,0,risky first
2386,3250,213.0633709,21,0,risky first
2566,3202,186.2900964,21,0,risky first
2746,3148,187.9255172,21,0,risky first
2926,3211,190.7065809,21,0,risky first
3106,3121,201.246118,21,0,risky first
3286,3133,180.3995565,21,0,risky first
3211,2965,183.9809773,21,0,risky first
3109,2785,206.8912758,21,0,risky first
2965,2605,230.5124725,21,0,risky first
2785,2425,254.5584412,21,0,risky first
2755,2245,182.4828759,21,0,risky first
2575,2116,221.4520264,21,0,risky first
2395,2296,254.5584412,21,0,risky first
2215,2215,197.3854098,21,0,risky first
2035,2341,219.7180011,21,0,risky first
1855,2260,197.3854098,21,0,risky first
1675,2146,213.0633709,21,0,risky first
1495,1966,254.5584412,21,0,risky first
1315,1786,254.5584412,21,0,risky first
1135,1873,199.922485,21,0,risky first
955,1909,183.5647025,21,0,risky first
775,1882,182.0137357,21,0,risky first
721,1702,187.9255172,21,0,risky first
901,1522,254.5584412,21,0,risky first
1081,1345,252.4460338,21,0,risky first
1261,1456,211.4734026,21,0,risky first
1441,1360,204,21,0,risky first
1621,1435,195,21,0,risky first
1801,1375,189.7366596,21,0,risky first
1924,1240,182.6307751,21,0,risky first
2098,1279,178.3171332,21,0,risky first
2098,1447,168,21,0,risky first
2182,1627,198.6353443,21,0,risky first
2362,1807,254.5584412,21,0,risky first
2209,1987,236.2392855,21,0,risky first
2077,1981,132.1362933,21,0,risky first
2077,1801,180,21,0,risky first
2077,1621,180,21,0,risky first
2077,1441,180,21,0,risky first
2035,1261,184.8350616,21,0,risky first
2038,1303,42.10700654,21,0,risky first
2056,1483,180.8977612,21,0,risky first
2056,1663,180,21,0,risky first
2056,1843,180,21,0,risky first
2056,2008,165,21,0,risky first
2056,1828,180,21,0,risky first
2056,1648,180,21,0,risky first
2038,1468,180.8977612,21,0,risky first
2020,1288,180.8977612,21,0,risky first
2038,1345,59.77457654,21,0,risky first
2038,1525,180,21,0,risky first
2047,1705,180.2248596,21,0,risky first
2059,1885,180.3995565,21,0,risky first
2059,2008,123,21,0,risky first
2059,1828,180,21,0,risky first
2059,1648,180,21,0,risky first
2029,1468,182.4828759,21,0,risky first
2011,1288,180.8977612,21,0,risky first
2035,1345,61.84658438,21,0,risky first
2050,1525,180.6239187,21,0,risky first
2062,1705,180.3995565,21,0,risky first
2062,1885,180,21,0,risky first
2080,1969,85.90692638,21,0,risky first
2080,1789,180,21,0,risky first
2080,1609,180,21,0,risky first
2050,1429,182.4828759,21,0,risky first
2023,1249,182.0137357,21,0,risky first
2053,1387,141.2232276,21,0,risky first
2053,1567,180,21,0,risky first
2068,1747,180.6239187,21,0,risky first
2068,1927,180,21,0,risky first
2068,1933,6,21,0,risky first
2068,1753,180,21,0,risky first
2068,1573,180,21,0,risky first
2047,1393,181.2208597,21,0,risky first
2029,1213,180.8977612,21,0,risky first
2056,1384,173.1184566,21,0,risky first
2056,1564,180,21,0,risky first
2056,1744,180,21,0,risky first
2371,1978,199.92,21,1,risky first
2482,1798,211.4734026,21,1,risky first
2539,1618,188.8094277,21,1,risky first
2578,1438,184.1765457,21,1,risky first
2602,1258,181.5929514,21,1,risky first
2746,1078,230.5124725,21,1,risky first
2926,997,197.3854098,21,1,risky first
3106,1024,182.0137357,21,1,risky first
3286,934,201.246118,21,1,risky first
3217,754,192.7718859,21,1,risky first
3037,769,180.6239187,21,1,risky first
2857,946,252.4460338,21,1,risky first
2677,886,189.7366596,21,1,risky first
2497,1054,246.2194143,21,1,risky first
2317,955,205.4288198,21,1,risky first
2170,1030,165.0272705,21,1,risky first
2134,1210,183.5647025,21,1,risky first
2164,1390,182.4828759,21,1,risky first
2146,1570,180.8977612,21,1,risky first
2134,1750,180.3995565,21,1,risky first
2101,1930,183,21,1,risky first
2098,2110,180.0249983,21,1,risky first
1954,2152,150,21,1,risky first
1816,2038,178.9972067,21,1,risky first
1822,1858,180.0999722,21,1,risky first
2002,1768,201.246118,21,1,risky first
2182,1759,180.2248596,21,1,risky first
2299,1579,214.683488,21,1,risky first
2167,1399,223.2129029,21,1,risky first
1999,1297,196.5400722,21,1,risky first
2074,1198,124.2014493,21,1,risky first
2254,1111,199.922485,21,1,risky first
2434,1162,187.0855419,21,1,risky first
2569,1342,225,21,1,risky first
2527,1522,184.8350616,21,1,risky first
2347,1696,250.3517525,21,1,risky first
2167,1753,188.8094277,21,1,risky first
2095,1933,193.8659331,21,1,risky first
2128,2113,183,21,1,risky first
2305,2104,177.2286659,21,1,risky first
2380,2017,114.8651383,21,1,risky first
2560,1981,183.5647025,21,1,risky first
2716,1801,238.1931989,21,1,risky first
2806,1621,201.246118,21,1,risky first
2626,1492,221.4520264,21,1,risky first
2446,1492,180,21,1,risky first
2266,1426,191.7185437,21,1,risky first
2086,1390,183.5647025,21,1,risky first
1906,1276,213.0633709,21,1,risky first
1936,1096,182.4828759,21,1,risky first
1957,1066,36.61966685,21,1,risky first
2089,979,158.0917455,21,1,risky first
2269,979,180,21,1,risky first
2449,1114,225,21,1,risky first
2527,1294,196.1733927,21,1,risky first
2347,1474,254.5584412,21,1,risky first
2167,1588,213.0633709,21,1,risky first
1990,1642,185.0540462,21,1,risky first
1966,1528,116.498927,21,1,risky first
1912,1348,187.9255172,21,1,risky first
1912,1168,180,21,1,risky first
1957,1063,114.2365966,21,1,risky first
2134,988,192.2342321,21,1,risky first
2266,988,132,21,1,risky first
2266,988,0,21,1,risky first
2248,871,118.3765179,21,1,risky first
2068,898,182.0137357,21,1,risky first
1891,1060,239.9437434,21,1,risky first
1921,1240,182.4828759,21,1,risky first
2053,1345,168.6683136,21,1,risky first
2233,1312,183,21,1,risky first
2278,1138,179.7247896,21,1,risky first
2245,1042,101.5135459,21,1,risky first
2065,1006,183.5647025,21,1,risky first
1885,1102,204,21,1,risky first
1882,1282,180.0249983,21,1,risky first
2062,1387,208.3866598,21,1,risky first
2086,1387,24,21,1,risky first
2266,1303,198.6353443,21,1,risky first
2269,1123,180.0249983,21,1,risky first
2152,1075,126.4634335,21,1,risky first
2041,1084,111.3642672,21,1,risky first
1861,1087,180.0249983,21,1,risky first
1924,1267,190.7065809,21,1,risky first
2047,1447,218.0114676,21,1,risky first
2113,1627,191.7185437,21,1,risky first
2137,1807,181.5929514,21,1,risky first
2104,1987,183,21,1,risky first
2104,1867,120,21,1,risky first
2104,1687,180,21,1,risky first
2029,1507,195,21,1,risky first
1930,1327,205.4288198,21,1,risky first
1930,1147,180,21,1,risky first
2008,1009,158.5181378,21,1,risky first
2074,1162,166.6283289,21,1,risky first
2002,1045,137.3790377,21,1,risky first
1849,1108,165.4629868,21,1,risky first
1903,1288,187.9255172,21,1,risky first
2020,1468,214.683488,21,1,risky first
2110,1648,201.246118,21,1,risky first
2128,1828,180.8977612,21,1,risky first
2107,2008,181.2208597,21,1,risky first
2254,1957,155.5956298,21,1,risky first
2158,1777,204,21,1,risky first
1978,1597,254.5584412,21,1,risky first
1906,1417,193.8659331,21,1,risky first
1906,1237,180,21,1,risky first
1906,1057,180,21,1,risky first
1906,877,180,21,1,risky first
1957,742,144.3121616,21,1,risky first
2137,754,180.3995565,21,1,risky first
2143,934,180.0999722,21,1,risky first
2059,994,103.2279032,21,1,risky first
2032,1111,120.0749766,21,1,risky first
2077,979,139.4596716,21,1,risky first
2155,853,148.1890684,21,1,risky first
2275,826,123,21,1,risky first
2395,1006,216.3330765,21,1,risky first
2341,1144,148.1890684,21,1,risky first
2257,1060,118.7939392,21,1,risky first
2212,1069,45.89117562,21,1,risky first
2269,1018,76.4852927,21,1,risky first
2263,838,180.0999722,21,1,risky first
2239,826,26.83281573,21,1,risky first
2239,823,3,21,1,risky first
2113,844,127.7380131,21,1,risky first
2041,967,142.5236822,21,1,risky first
2032,1147,180.2248596,21,1,risky first
2026,1096,51.35172831,21,1,risky first
2104,964,153.3231881,21,1,risky first
2131,808,158.3192976,21,1,risky first
2251,748,134.1640786,21,1,risky first
2275,928,181.5929514,21,1,risky first
2275,1108,180,21,1,risky first
2275,1288,180,21,1,risky first
2200,1468,195,21,1,risky first
2161,1648,184.1765457,21,1,risky first
2143,1828,180.8977612,21,1,risky first
2104,2008,184.1765457,21,1,risky first
2104,1846,162,21,1,risky first
2104,1666,180,21,1,risky first
