x,y,DISTANCE,n,risk,safe_first
1882,1933,104.9571341,2,1,risky first
1966,2035,132.1362933,2,1,risky first
1963,2128,93.04837452,2,1,risky first
1783,2128,180,2,1,risky first
1603,2083,185.5397532,2,1,risky first
1444,1915,231.3114783,2,1,risky first
1576,1849,147.5804865,2,1,risky first
1576,1873,24,2,1,risky first
1576,1873,0,2,1,risky first
1576,1723,150,2,1,risky first
1576,1543,180,2,1,risky first
1672,1363,204,2,1,risky first
1852,1183,254.5584412,2,1,risky first
1873,1003,181.2208597,2,1,risky first
1879,823,180.0999722,2,1,risky first
2047,649,241.8677324,2,1,risky first
2089,769,127.1377206,2,1,risky first
2173,790,86.58521814,2,1,risky first
2158,970,180.6239187,2,1,risky first
2080,994,81.60882305,2,1,risky first
2029,1141,155.5956298,2,1,risky first
2029,1147,6,2,1,risky first
2074,1147,45,2,1,risky first
2113,1075,81.88406438,2,1,risky first
2017,967,144.4991349,2,1,risky first
2038,886,83.67795409,2,1,risky first
2137,988,142.1442929,2,1,risky first
2179,877,118.6802427,2,1,risky first
2098,745,154.870914,2,1,risky first
1918,745,180,2,1,risky first
1738,856,211.4734026,2,1,risky first
1558,988,223.2129029,2,1,risky first
1378,988,180,2,1,risky first
1198,988,180,2,1,risky first
1084,988,114,2,1,risky first
1084,1096,108,2,1,risky first
1054,1012,89.19641248,2,1,risky first
1054,937,75,2,1,risky first
1054,937,0,2,1,risky first
1024,937,30,2,1,risky first
1024,937,0,2,1,risky first
1024,931,6,2,1,risky first
955,865,95.48298278,2,1,risky first
850,1021,188.0452073,2,1,risky first
850,1201,180,2,1,risky first
850,1381,180,2,1,risky first
850,1534,153,2,1,risky first
904,1534,54,2,1,risky first
997,1597,112.3298714,2,1,risky first
1156,1642,165.2452722,2,1,risky first
1279,1738,156.0288435,2,1,risky first
1285,1918,180.0999722,2,1,risky first
1447,2038,201.6035714,2,1,risky first
1537,1972,111.6064514,2,1,risky first
1681,2074,176.465294,2,1,risky first
1759,2254,196.1733927,2,1,risky first
1804,2284,54.08326913,2,1,risky first
1909,2104,208.3866598,2,1,risky first
1981,2032,101.8233765,2,1,risky first
1990,1852,180.2248596,2,1,risky first
1990,1711,141,2,1,risky first
1990,1558,153,2,1,risky first
2002,1378,180.3995565,2,1,risky first
1831,1300,187.9494613,2,1,risky first
1705,1183,171.9447586,2,1,risky first
1561,1102,165.2180378,2,1,risky first
1381,1042,189.7366596,2,1,risky first
1201,949,202.6055281,2,1,risky first
1081,949,120,2,1,risky first
1060,949,21,2,1,risky first
967,1069,151.8189711,2,1,risky first
934,1051,37.58989226,2,1,risky first
901,949,107.2054103,2,1,risky first
892,922,28.46049894,2,1,risky first
892,922,0,2,1,risky first
892,922,0,2,1,risky first
892,922,0,2,1,risky first
892,973,51,2,1,risky first
892,1063,90,2,1,risky first
835,943,132.849539,2,1,risky first
835,964,21,2,1,risky first
838,1144,180.0249983,2,1,risky first
2206,2098,44.598,2,0,risky first
2134,2215,137.3790377,2,0,risky first
1957,2242,179.0474797,2,0,risky first
1777,2242,180,2,0,risky first
1597,2242,180,2,0,risky first
1489,2311,128.1600562,2,0,risky first
1489,2491,180,2,0,risky first
1489,2671,180,2,0,risky first
1603,2761,145.2446212,2,0,risky first
1636,2923,165.3269488,2,0,risky first
1816,2923,180,2,0,risky first
1996,2923,180,2,0,risky first
2176,2923,180,2,0,risky first
2206,2767,158.8584275,2,0,risky first
2293,2659,138.683092,2,0,risky first
2293,2479,180,2,0,risky first
2383,2371,140.5844942,2,0,risky first
2419,2206,168.8816153,2,0,risky first
2599,2206,180,2,0,risky first
2779,2206,180,2,0,risky first
2839,2341,147.732867,2,0,risky first
2839,2521,180,2,0,risky first
2839,2701,180,2,0,risky first
2821,2755,56.92099788,2,0,risky first
2821,2935,180,2,0,risky first
2830,3115,180.2248596,2,0,risky first
3010,3121,180.0999722,2,0,risky first
3190,3121,180,2,0,risky first
3214,3292,172.6759972,2,0,risky first
3133,3400,135,2,0,risky first
2953,3400,180,2,0,risky first
2842,3436,116.691902,2,0,risky first
2692,3391,156.6045976,2,0,risky first
2512,3391,180,2,0,risky first
2332,3391,180,2,0,risky first
2152,3391,180,2,0,risky first
1972,3322,192.7718859,2,0,risky first
1792,3202,216.3330765,2,0,risky first
1612,3133,192.7718859,2,0,risky first
1432,3100,183,2,0,risky first
1252,3148,186.2900964,2,0,risky first
1072,3220,193.8659331,2,0,risky first
892,3220,180,2,0,risky first
712,3220,180,2,0,risky first
571,3070,205.8664616,2,0,risky first
571,2890,180,2,0,risky first
571,2710,180,2,0,risky first
631,2566,156,2,0,risky first
721,2461,138.2931669,2,0,risky first
721,2281,180,2,0,risky first
721,2101,180,2,0,risky first
721,1921,180,2,0,risky first
721,1741,180,2,0,risky first
721,1561,180,2,0,risky first
721,1381,180,2,0,risky first
721,1201,180,2,0,risky first
721,1021,180,2,0,risky first
769,871,157.492857,2,0,risky first
949,829,184.8350616,2,0,risky first
1021,682,163.6856744,2,0,risky first
1201,682,180,2,0,risky first
1381,682,180,2,0,risky first
1561,682,180,2,0,risky first
1741,682,180,2,0,risky first
1921,682,180,2,0,risky first
2101,682,180,2,0,risky first
2281,682,180,2,0,risky first
2461,682,180,2,0,risky first
2641,682,180,2,0,risky first
2821,706,181.5929514,2,0,risky first
2905,820,141.6050847,2,0,risky first
3085,820,180,2,0,risky first
3265,820,180,2,0,risky first
3283,994,174.9285568,2,0,risky first
3283,1174,180,2,0,risky first
3133,1243,165.1090549,2,0,risky first
3076,1387,154.870914,2,0,risky first
2992,1468,116.691902,2,0,risky first
2863,1468,129,2,0,risky first
2803,1318,161.5549442,2,0,risky first
2623,1249,192.7718859,2,0,risky first
2443,1123,219.7180011,2,0,risky first
2263,943,254.5584412,2,0,risky first
2083,886,188.8094277,2,0,risky first
1903,736,234.3074903,2,0,risky first
1723,916,254.5584412,2,0,risky first
1735,1003,87.82368701,2,0,risky first
1777,1150,152.8823077,2,0,risky first
1648,1291,191.1072997,2,0,risky first
1468,1291,180,2,0,risky first
1288,1291,180,2,0,risky first
1108,1291,180,2,0,risky first
928,1291,180,2,0,risky first
748,1291,180,2,0,risky first
778,1288,30.14962686,2,0,risky first
859,1408,144.7791421,2,0,risky first
1039,1408,180,2,0,risky first
1153,1495,143.4050208,2,0,risky first
1225,1615,139.9428455,2,0,risky first
1405,1615,180,2,0,risky first
1435,1786,173.6116356,2,0,risky first
1480,1939,159.4804063,2,0,risky first
1660,1939,180,2,0,risky first
1840,1939,180,2,0,risky first
1921,2053,139.8463442,2,0,risky first
2065,2116,157.1782428,2,0,risky first
2194,2113,129.034879,2,0,risky first
2206,1933,180.3995565,2,0,risky first
2206,1753,180,2,0,risky first
2206,1573,180,2,0,risky first
2284,1435,158.5181378,2,0,risky first
2140,1369,158.4045454,2,0,risky first
2062,1237,153.3231881,2,0,risky first
1981,1201,88.63972022,2,0,risky first
1981,1381,180,2,0,risky first
1981,1561,180,2,0,risky first
1981,1741,180,2,0,risky first
1942,1921,184.1765457,2,0,risky first
1930,2101,180.3995565,2,0,risky first
1948,2179,80.04998438,2,0,risky first
1981,1999,183,2,0,risky first
2161,1819,254.5584412,2,0,risky first
2197,1639,183.5647025,2,0,risky first
2209,1459,180.3995565,2,0,risky first
2170,1279,184.1765457,2,0,risky first
2044,1174,164.0152432,2,0,risky first
2089,1354,185.5397532,2,0,risky first
2218,1534,221.4520264,2,0,risky first
2335,1714,214.683488,2,0,risky first
2275,1894,189.7366596,2,0,risky first
2200,2074,195,2,0,risky first
2095,2176,146.3864748,2,0,risky first
2155,2071,120.9338662,2,0,risky first
2263,1948,163.6856744,2,0,risky first
2443,1936,180.3995565,2,0,risky first
2458,1756,180.6239187,2,0,risky first
2458,1576,180,2,0,risky first
2458,1396,180,2,0,risky first
2470,1216,180.3995565,2,0,risky first
2530,1210,60.29925373,2,0,risky first
2350,1210,180,2,0,risky first
2302,1153,74.51845409,2,0,risky first
2482,1153,180,2,0,risky first
2662,1153,180,2,0,risky first
2842,1153,180,2,0,risky first
2923,1252,127.9140336,2,0,risky first
2923,1432,180,2,0,risky first
2767,1495,168.2408987,2,0,risky first
2587,1498,180.0249983,2,0,risky first
2407,1498,180,2,0,risky first
2227,1498,180,2,0,risky first
2047,1498,180,2,0,risky first
1867,1498,180,2,0,risky first
1687,1498,180,2,0,risky first
1756,1621,141.0319113,2,0,risky first
1894,1708,163.1349135,2,0,risky first
2074,1708,180,2,0,risky first
2254,1708,180,2,0,risky first
2434,1708,180,2,0,risky first
2614,1708,180,2,0,risky first
2794,1690,180.8977612,2,0,risky first
2644,1663,152.4106296,2,0,risky first
2464,1483,254.5584412,2,0,risky first
2326,1489,138.1303732,2,0,risky first
2152,1429,184.0543398,2,0,risky first
2074,1552,145.6468331,2,0,risky first
2074,1732,180,2,0,risky first
2050,1912,181.5929514,2,0,risky first
2050,2008,96,2,0,risky first
2050,1828,180,2,0,risky first
2050,1648,180,2,0,risky first
2050,1468,180,2,0,risky first
1996,1288,187.9255172,2,0,risky first
1996,1168,120,2,0,risky first
1996,1348,180,2,0,risky first
1996,1528,180,2,0,risky first
1996,1708,180,2,0,risky first
1996,1888,180,2,0,risky first
1996,2017,129,2,0,risky first
2017,1837,181.2208597,2,0,risky first
2047,1657,182.4828759,2,0,risky first
2047,1477,180,2,0,risky first
2029,1297,180.8977612,2,0,risky first
2029,1330,33,2,0,risky first
2029,1510,180,2,0,risky first
2029,1690,180,2,0,risky first
2029,1870,180,2,0,risky first
2029,1954,84,2,0,risky first
2029,1774,180,2,0,risky first
2029,1594,180,2,0,risky first
2029,1414,180,2,0,risky first
2029,1276,138,2,0,risky first
2029,1267,9,2,0,risky first
2029,1447,180,2,0,risky first
2029,1627,180,2,0,risky first
2029,1807,180,2,0,risky first
2029,1987,180,2,0,risky first
2029,1825,162,2,0,risky first
2029,1645,180,2,0,risky first
2029,1465,180,2,0,risky first
2029,1285,180,2,0,risky first
2029,1282,3,2,0,risky first
2029,1462,180,2,0,risky first
2029,1642,180,2,0,risky first
2029,1822,180,2,0,risky first
2029,2002,180,2,0,risky first
2029,1846,156,2,0,risky first
2029,1666,180,2,0,risky first
2029,1486,180,2,0,risky first
2029,1306,180,2,0,risky first
2029,1300,6,2,0,risky first
2029,1480,180,2,0,risky first
2029,1660,180,2,0,risky first
2029,1840,180,2,0,risky first
2029,1942,102,2,0,risky first
2029,1762,180,2,0,risky first
2029,1582,180,2,0,risky first
2029,1402,180,2,0,risky first
2029,1222,180,2,0,risky first
2029,1375,153,2,0,risky first
2029,1555,180,2,0,risky first
2029,1735,180,2,0,risky first
2029,1915,180,2,0,risky first
2029,1903,12,2,0,risky first
2029,1723,180,2,0,risky first
2029,1543,180,2,0,risky first
2029,1363,180,2,0,risky first
2029,1255,108,2,0,risky first
2029,1435,180,2,0,risky first
2029,1615,180,2,0,risky first
2029,1795,180,2,0,risky first
2029,1975,180,2,0,risky first
2029,1903,72,2,0,risky first
2086,1723,188.8094277,2,0,risky first
2086,1543,180,2,0,risky first
2050,1402,145.523194,2,0,risky first
2017,1255,150.6585544,2,0,risky first
2017,1327,72,2,0,risky first
2017,1507,180,2,0,risky first
2017,1687,180,2,0,risky first
2017,1867,180,2,0,risky first
2017,2029,162,2,0,risky first
2017,1852,177,2,0,risky first
2017,1672,180,2,0,risky first
2017,1492,180,2,0,risky first
2017,1312,180,2,0,risky first
2017,1312,0,2,0,risky first
2017,1252,60,2,0,risky first
2017,1183,69,2,0,risky first
2050,1183,33,2,0,risky first
2116,1306,139.5886815,2,0,risky first
2251,1390,159,2,0,risky first
2317,1555,177.7104386,2,0,risky first
2497,1555,180,2,0,risky first
2665,1570,168.6683136,2,0,risky first
2704,1459,117.6520293,2,0,risky first
2764,1324,147.732867,2,0,risky first
2896,1387,146.2634609,2,0,risky first
2845,1432,68.01470429,2,0,risky first
2845,1450,18,2,0,risky first
2845,1333,117,2,0,risky first
2758,1291,96.60745313,2,0,risky first
2578,1291,180,2,0,risky first
2398,1417,219.7180011,2,0,risky first
2218,1462,185.5397532,2,0,risky first
2110,1642,209.9142682,2,0,risky first
2110,1822,180,2,0,risky first
2122,1990,168.4280262,2,0,risky first
2302,1990,180,2,0,risky first
2359,1843,157.6642001,2,0,risky first
2374,1669,174.6453549,2,0,risky first
2506,1594,151.8189711,2,0,risky first
2686,1585,180.2248596,2,0,risky first
2689,1405,180.0249983,2,0,risky first
2788,1327,126.0357092,2,0,risky first
2842,1324,54.08326913,2,0,risky first
2887,1429,114.2365966,2,0,risky first
2926,1387,57.31491952,2,0,risky first
2845,1330,99.04544412,2,0,risky first
2740,1273,119.4738465,2,0,risky first
2560,1273,180,2,0,risky first
2476,1384,139.2012931,2,0,risky first
2347,1447,143.5618334,2,0,risky first
2269,1567,143.1223253,2,0,risky first
2269,1747,180,2,0,risky first
2269,1927,180,2,0,risky first
2137,1987,144.9965517,2,0,risky first
2221,1987,84,2,0,risky first
2401,1987,180,2,0,risky first
2581,1987,180,2,0,risky first
2662,1882,132.6122166,2,0,risky first
2803,1786,170.5784277,2,0,risky first
2704,1705,127.9140336,2,0,risky first
2704,1525,180,2,0,risky first
2704,1345,180,2,0,risky first
2722,1165,180.8977612,2,0,risky first
2668,1015,159.4239631,2,0,risky first
2848,1000,180.6239187,2,0,risky first
2962,1087,143.4050208,2,0,risky first
2137,1792,184.17,3,0,safe first
2083,1612,187.9255172,3,0,safe first
2038,1432,185.5397532,3,0,safe first
2011,1252,182.0137357,3,0,safe first
1969,1345,102.0441081,3,0,safe first
1969,1525,180,3,0,safe first
1969,1705,180,3,0,safe first
2035,1885,191.7185437,3,0,safe first
2089,2056,179.3237296,3,0,safe first
1987,1888,196.5400722,3,0,safe first
1987,1708,180,3,0,safe first
1987,1528,180,3,0,safe first
2107,1348,216.3330765,3,0,safe first
2074,1177,174.1551033,3,0,safe first
1894,1216,184.1765457,3,0,safe first
1891,1360,144.0312466,3,0,safe first
2041,1540,234.3074903,3,0,safe first
2041,1720,180,3,0,safe first
2062,1900,181.2208597,3,0,safe first
2062,2023,123,3,0,safe first
2032,1843,182.4828759,3,0,safe first
1972,1663,189.7366596,3,0,safe first
1930,1483,184.8350616,3,0,safe first
1822,1303,209.9142682,3,0,safe first
1822,1123,180,3,0,safe first
1936,1066,127.4558747,3,0,safe first
1921,1078,19.20937271,3,0,safe first
1801,1150,139.9428455,3,0,safe first
1816,1330,180.6239187,3,0,safe first
1996,1510,254.5584412,3,0,safe first
2176,1690,254.5584412,3,0,safe first
2104,1870,193.8659331,3,0,safe first
2086,2035,165.9789143,3,0,safe first
1906,1891,230.5124725,3,0,safe first
1726,1711,254.5584412,3,0,safe first
1546,1531,254.5584412,3,0,safe first
1366,1402,221.4520264,3,0,safe first
1186,1354,186.2900964,3,0,safe first
1006,1405,187.0855419,3,0,safe first
826,1543,226.8126981,3,0,safe first
745,1402,162.6099628,3,0,safe first
925,1222,254.5584412,3,0,safe first
1105,1042,254.5584412,3,0,safe first
1213,862,209.9142682,3,0,safe first
1180,811,60.74537019,3,0,safe first
1162,991,180.8977612,3,0,safe first
1165,1171,180.0249983,3,0,safe first
1165,1351,180,3,0,safe first
1165,1531,180,3,0,safe first
1054,1711,211.4734026,3,0,safe first
910,1891,230.5124725,3,0,safe first
1018,2071,209.9142682,3,0,safe first
1177,2251,240.1686907,3,0,safe first
1138,2431,184.1765457,3,0,safe first
958,2611,254.5584412,3,0,safe first
778,2791,254.5584412,3,0,safe first
655,2719,142.5236822,3,0,safe first
655,2539,180,3,0,safe first
712,2359,188.8094277,3,0,safe first
880,2179,246.2194143,3,0,safe first
1060,1999,254.5584412,3,0,safe first
934,1819,219.7180011,3,0,safe first
901,1639,183,3,0,safe first
997,1459,204,3,0,safe first
1177,1300,240.1686907,3,0,safe first
1357,1180,216.3330765,3,0,safe first
1318,1000,184.1765457,3,0,safe first
1222,820,204,3,0,safe first
1324,751,123.1462545,3,0,safe first
1504,868,214.683488,3,0,safe first
1684,868,180,3,0,safe first
1864,1009,228.6503881,3,0,safe first
1894,1069,67.08203932,3,0,safe first
2005,1117,120.9338662,3,0,safe first
1930,1117,75,3,0,safe first
1972,970,152.8823077,3,0,safe first
2152,970,180,3,0,safe first
2164,1147,177.4063133,3,0,safe first
2164,1327,180,3,0,safe first
2164,1507,180,3,0,safe first
2164,1687,180,3,0,safe first
2128,1867,183.5647025,3,0,safe first
2095,2047,183,3,0,safe first
2062,2227,183,3,0,safe first
1882,2407,254.5584412,3,0,safe first
1702,2587,254.5584412,3,0,safe first
1522,2767,254.5584412,3,0,safe first
1342,2947,254.5584412,3,0,safe first
1162,3127,254.5584412,3,0,safe first
994,3307,246.2194143,3,0,safe first
1174,3220,199.922485,3,0,safe first
1354,3262,184.8350616,3,0,safe first
1534,3160,206.8912758,3,0,safe first
1714,3196,183.5647025,3,0,safe first
1894,3205,180.2248596,3,0,safe first
2074,3301,204,3,0,safe first
2254,3220,197.3854098,3,0,safe first
2434,3217,180.0249983,3,0,safe first
2614,3127,201.246118,3,0,safe first
2794,3277,234.3074903,3,0,safe first
2974,3208,192.7718859,3,0,safe first
3154,3154,187.9255172,3,0,safe first
3295,3193,146.2942241,3,0,safe first
3343,3013,186.2900964,3,0,safe first
3163,2833,254.5584412,3,0,safe first
3265,2653,206.8912758,3,0,safe first
3085,2473,254.5584412,3,0,safe first
3211,2293,219.7180011,3,0,safe first
3166,2113,185.5397532,3,0,safe first
3277,1933,211.4734026,3,0,safe first
3097,1753,254.5584412,3,0,safe first
3055,1573,184.8350616,3,0,safe first
2908,1480,173.9482682,3,0,safe first
2728,1660,254.5584412,3,0,safe first
2548,1840,254.5584412,3,0,safe first
2368,2020,254.5584412,3,0,safe first
2188,2038,180.8977612,3,0,safe first
2170,1954,85.90692638,3,0,safe first
2350,1774,254.5584412,3,0,safe first
2530,1594,254.5584412,3,0,safe first
2710,1414,254.5584412,3,0,safe first
2890,1477,190.7065809,3,0,safe first
2824,1510,73.79024326,3,0,safe first
2644,1690,254.5584412,3,0,safe first
2464,1870,254.5584412,3,0,safe first
2284,2050,254.5584412,3,0,safe first
2104,2080,182.4828759,3,0,safe first
2245,1909,221.6348348,3,0,safe first
2395,1729,234.3074903,3,0,safe first
2557,1699,164.7543626,3,0,safe first
2737,1636,190.7065809,3,0,safe first
2917,1465,248.276056,3,0,safe first
2761,1612,214.3478481,3,0,safe first
2581,1792,254.5584412,3,0,safe first
2401,1972,254.5584412,3,0,safe first
2221,2065,202.6055281,3,0,safe first
2143,2020,90.04998612,3,0,safe first
2308,1840,244.1823089,3,0,safe first
2488,1777,190.7065809,3,0,safe first
2668,1597,254.5584412,3,0,safe first
2848,1492,208.3866598,3,0,safe first
2821,1522,40.36087214,3,0,safe first
2641,1702,254.5584412,3,0,safe first
2461,1882,254.5584412,3,0,safe first
2281,2062,254.5584412,3,0,safe first
2101,2062,180,3,0,safe first
2257,2023,160.8011194,3,0,safe first
2437,1843,254.5584412,3,0,safe first
2617,1663,254.5584412,3,0,safe first
2797,1525,226.8126981,3,0,safe first
2875,1477,91.58602513,3,0,safe first
2695,1657,254.5584412,3,0,safe first
2515,1837,254.5584412,3,0,safe first
2335,2017,254.5584412,3,0,safe first
2155,2062,185.5397532,3,0,safe first
2176,2038,31.89043744,3,0,safe first
2356,1858,254.5584412,3,0,safe first
2536,1678,254.5584412,3,0,safe first
2716,1498,254.5584412,3,0,safe first
2896,1495,180.0249983,3,0,safe first
